file,url,retrieved_utc,bytes,sha256,note
data/raw/iec/lge/2021/seat_calculation_detail/WC025.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC025.xls,2026-09-24 13:24:52 UTC,24512,fb728fa230d773bd6a755d97ce6a3e53e7c3bbfd563fd93d767f98c742d134b5,
data/raw/iec/lge/2021/detailed_results/WC025.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC025.pdf,2026-09-24 13:24:52 UTC,33563,22184b8058e8e0c59dba668355b3e9b832a4d7e6d5bc0878b9816dea85c52f1f,
data/raw/iec/lge/2021/downloadable_party_results/WC026.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC026.csv,2026-09-24 13:24:53 UTC,282031,40f34a74e525e21d1d7206ca175f95b15f791dd6d214fc34f3a882ef62fedaaa,
data/raw/iec/lge/2021/seat_calculation_detail/WC026.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC026.xls,2026-09-24 13:24:54 UTC,24512,d5d6bd6cb9ebd0d5cc2120b40758f9ac55d5449e7422fcfc1f5aab76dd1b2b89,
data/raw/iec/lge/2021/detailed_results/WC026.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC026.pdf,2026-09-24 13:24:54 UTC,32859,bf7235f3307b5168186382d257ee2cd2c72df1f98c0fbff2743c4bdd20f6150b,
data/raw/iec/lge/2021/downloadable_party_results/WC031.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC031.csv,2026-09-24 13:24:55 UTC,306376,1719d7e1d1890217723d824e04bdd3349e083b297fdd82f957a1df44812291ec,
data/raw/iec/lge/2021/seat_calculation_detail/WC031.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC031.xls,2026-09-24 13:24:56 UTC,24512,35b0aff467041d72c78b859a798b5b5d57445a1350a472b03493909c09656ba1,
data/raw/iec/lge/2021/detailed_results/WC031.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC031.pdf,2026-09-24 13:24:57 UTC,27551,2438adb004dbdfa75324de85c12b885a3ecba9fb50325ac8b1711fa334713190,
data/raw/iec/lge/2021/downloadable_party_results/WC032.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC032.csv,2026-09-24 13:24:57 UTC,202700,b25cd39b9472b607a95ec02aa96861670cb619e849e402ca64ce301b1ab3b103,
data/raw/iec/lge/2021/seat_calculation_detail/WC032.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC032.xls,2026-09-24 13:24:59 UTC,24512,944f3a89926b00f6c98df16975f0681b8a36c661e90721cd44d8ee7adc3ae118,
data/raw/iec/lge/2021/detailed_results/WC032.pdf,https://results.elections.org.za/home/LGEPublicReports/1091/Detailed%20Results/WP/WC032.pdf,2026-09-24 13:25:00 UTC,28150,6739415b47c80fa9ad950b2272e916445ae06b8e9c94bf7c056a4d033685ba73,
data/raw/iec/lge/2021/downloadable_party_results/WC033.csv,https://results.elections.org.za/home/LGEPublicReports/1091/Downloadable%20Party%20Results/WP/WC033.csv,2026-09-24 13:25:00 UTC,103616,1dd4cb4667796b076870bf0ab1474879f88d7c0b474e831be7bb715f14836289,
data/raw/iec/lge/2021/seat_calculation_detail/WC033.xls,https://results.elections.org.za/home/LGEPublicReports/1091/Seat%20Calculation%20Detail/WP/WC033.xls,2026-09-24 13:25:01 UTC,24512,df5e25b69d926a2fd499349e4d0f566c7b8062d47223742cd063537d53141047,
